battery_id,battery_type,lithium_content,cobalt_content,nickel_content,manganese_content,age_years,charge_cycles,energy_density,recycling_temp,recycling_time,lithium_recovery_rate,cobalt_recovery_rate,nickel_recovery_rate,manganese_recovery_rate,energy_consumed,process_cost,materials_value,profit_margin
1000,Industrial_LMO,7.834679793686805,0.20493404800502157,0.9896863247248333,12.156449512605342,2.951444842151702,1648.7659719362396,122.62626628001047,59.70310878482546,2.3003570491822325,0.6845207878846479,0.7908713617288098,0.7945088535721643,0.7589792670870996,47.364416470221734,104.0508045259398,238.40425298384864,1.2912293092785707
1001,Consumer_LCO,5.789663898360235,13.88330426470257,0.01799427179985036,0.1499539250107677,1.4887067744762386,2005.2701171336175,152.38266098020165,58.61055389030626,3.5744911785691826,0.7697221509725726,0.8313179343129328,0.7828256685879887,0.7765210025602483,54.969000730724545,127.13448933221544,675.9709859221754,4.316975664689964
1002,EV_LFP,10.762346574897675,0.21671119653651105,0.2844708975035148,0.20673384945462975,3.046001637220596,1488.1228170543525,177.34540949353203,66.77605933658478,7.272030235375024,0.7700441853418033,0.9170731939147512,0.8767618866064322,0.8880630020953638,70.39889429099975,243.1049939910689,304.5442281991204,0.2527271579221801
1003,Consumer_NMC,7.041579200777721,6.012492552670688,7.5812101928832,6.277421848026242,2.353709319076275,266.39212772576167,184.28580780593992,61.4800581801262,3.3138372642520775,0.8226463578110389,0.8358293454692086,0.8199994669079836,0.8557046827503475,52.157639930288134,134.87021863426756,569.3359532151951,3.221361535411194
1004,EV_NMC622,8.271493859504549,6.397940873304369,11.69051117220228,4.7951158941884175,2.8965323123008186,592.7400218935853,228.0117716002935,51.088864398753415,3.7869482853966248,0.7513653785852237,0.8653129236673257,0.8440087282358877,0.81676527945838,47.612656454546794,149.05625415703886,675.7392574038695,3.5334512209862825
1005,Consumer_NMC,6.734503153502843,7.144342373266214,7.621426706292421,6.933166761058976,6.694677934329959,151.07480742211624,204.97166328165707,67.88338135453382,3.993533042202186,0.7114647044563045,0.8786067965247628,0.7783573399798256,0.7913142813878093,57.700127597058696,152.33624041353792,585.2685047941901,2.841951877014933
1006,EV_LFP,11.40953401811473,0.3076943066555487,0.30625544361423174,0.12609430890718626,4.596825445957895,1570.7616213994024,164.54900414925507,69.40838810609137,5.893984722651504,0.7678088172068805,0.8290356144640256,0.7769186274697244,0.8409377930079371,70.29070576845221,218.34727672727118,323.1677815005866,0.4800632567734862
1007,Consumer_LCO,6.575173146732021,12.719555651093,0.10347388325495432,0.04175815468358379,4.481660706711931,904.7414711798498,150.65657728530192,73.23167671389812,4.017932173681289,0.8065984697526941,0.8746231351981391,0.8152358517149779,0.866044350224745,67.14768687857209,144.84672268500034,688.0357604615651,3.7500954644161575
1008,EV_NMC622,7.847359555122171,5.847930447939315,11.883218237363222,5.515851020783408,1.1375990373313154,1486.7162886772217,237.96659186529277,76.3076836164748,3.748600542665933,0.8165084876336585,0.8906341893878368,0.8305445021700659,0.8819256947657137,68.64798694132321,151.60753611059806,670.621298347589,3.4234034504615205
1009,EV_LFP,11.997198364946343,0.43838073239109554,0.03844444745058945,0.1422455770348316,2.7858657746843005,369.5679983655752,162.32496304176715,81.05905909825903,2.6241702842607046,0.8118905725140485,0.8668346540197959,0.9025372536759668,0.8859686856284745,65.08283527207311,106.33361445007718,359.08661749112326,2.376981205315011
1010,EV_LFP,10.66627359389402,0.4681252646813676,0.2521942686949841,0.1366896282337588,9.328324550829082,1125.1860050285866,166.88693355531154,65.91555627117944,2.5877505594249253,0.5860699468194603,0.7796018922871367,0.6645901219895604,0.7292545048203075,50.9883988774067,104.20532119380567,238.86535530291678,1.2922567923250714
